Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
903,CA-2022-166191,12/20/2022,12/23/2022,Standard Class,CG-68599,Customer_0095,Corporate,United States,Los Angeles,New York,52755,Central,TEC-4824,Office Supplies,Storage,Iris Weathertight,104.35,3,0.5,5.22
904,CA-2021-437466,10/02/2021,10/08/2021,Second Class,CG-87704,Customer_0157,Consumer,United States,Los Angeles,Florida,83832,South,TEC-8696,Furniture,Bookcases,IKEA Billy,1797.49,6,0.0,503.3
905,CA-2020-585164,02/09/2020,02/12/2020,First Class,CG-18772,Customer_0116,Corporate,United States,Los Angeles,Texas,28754,West,TEC-6960,Furniture,Tables,Bush Furniture,871.96,6,0.5,-104.64
906,CA-2020-689171,04/30/2020,05/04/2020,Second Class,CG-45750,Customer_0082,Corporate,United States,Chicago,Washington,80295,East,TEC-4277,Technology,Phones,Samsung Galaxy S23,3179.61,6,0.5,-158.98
907,CA-2023-360284,08/15/2023,08/17/2023,Same Day,CG-65442,Customer_0180,Consumer,United States,Chicago,Texas,36770,West,TEC-3360,Furniture,Chairs,IKEA Markus,1023.5,4,0.2,122.82
908,CA-2021-568383,08/29/2021,08/30/2021,Same Day,CG-82779,Customer_0041,Home Office,United States,Houston,Texas,24122,West,TEC-5481,Office Supplies,Art,Sanford Pencils,231.59,6,0.0,104.22
909,CA-2022-438484,07/22/2022,07/25/2022,Standard Class,CG-26241,Customer_0014,Corporate,United States,Seattle,Florida,58342,East,TEC-3322,Office Supplies,Labels,Maco Labels,132.58,5,0.0,59.66
910,CA-2021-286644,10/07/2021,10/14/2021,First Class,CG-90357,Customer_0195,Consumer,United States,Chicago,Texas,84136,South,TEC-1645,Office Supplies,Binders,Fellowes Binder,320.97,7,0.4,41.73
911,CA-2022-848529,11/13/2022,11/14/2022,Second Class,CG-22040,Customer_0194,Corporate,United States,Chicago,Texas,20637,East,TEC-7760,Furniture,Chairs,HON 5700 Chair,488.68,3,0.0,136.83
912,CA-2021-828326,12/04/2021,12/11/2021,Second Class,CG-81840,Customer_0023,Consumer,United States,Houston,New York,25105,West,TEC-5272,Furniture,Furnishings,Rogers Easel,256.17,1,0.4,-10.25
913,CA-2021-601946,04/10/2021,04/12/2021,Standard Class,CG-15528,Customer_0057,Consumer,United States,Los Angeles,New York,75612,West,TEC-6234,Office Supplies,Labels,Avery Address Labels,45.72,1,0.1,16.92
914,CA-2021-676749,10/23/2021,10/27/2021,Standard Class,CG-15259,Customer_0052,Home Office,United States,New York,New York,40081,South,TEC-9052,Technology,Accessories,Anker USB-C Hub,467.86,1,0.4,14.04
915,CA-2020-662277,01/15/2020,01/18/2020,Standard Class,CG-92271,Customer_0191,Home Office,United States,Chicago,Texas,82910,West,TEC-7132,Office Supplies,Storage,Iris Weathertight,107.66,3,0.0,48.45
916,CA-2022-511704,11/12/2022,11/16/2022,Standard Class,CG-95257,Customer_0074,Corporate,United States,New York,Florida,89084,East,TEC-9385,Technology,Accessories,Anker USB-C Hub,1323.29,4,0.2,251.43
917,CA-2022-309864,04/10/2022,04/12/2022,First Class,CG-98369,Customer_0055,Home Office,United States,Chicago,Texas,70788,East,TEC-1890,Technology,Phones,Samsung Galaxy S23,994.25,2,0.1,268.45
918,CA-2023-326936,08/19/2023,08/25/2023,Second Class,CG-53769,Customer_0053,Corporate,United States,Houston,Texas,70015,East,TEC-7402,Office Supplies,Storage,Fellowes Bankers Box,188.57,9,0.0,84.86
919,CA-2023-181447,05/17/2023,05/24/2023,Standard Class,CG-10035,Customer_0008,Home Office,United States,New York,California,45944,East,TEC-1000,Furniture,Furnishings,Rogers Easel,1963.36,10,0.1,392.67
920,CA-2021-777141,09/13/2021,09/17/2021,Second Class,CG-65465,Customer_0190,Corporate,United States,New York,Texas,64720,South,TEC-1366,Office Supplies,Labels,Avery Address Labels,44.28,2,0.1,16.38
921,CA-2021-226169,09/01/2021,09/08/2021,Standard Class,CG-72456,Customer_0045,Consumer,United States,New York,California,40776,West,TEC-8458,Technology,Accessories,Logitech MX Keys,1913.86,5,0.1,516.74
922,CA-2023-325942,04/02/2023,04/08/2023,Standard Class,CG-62106,Customer_0174,Corporate,United States,New York,California,75198,Central,TEC-8085,Furniture,Chairs,IKEA Markus,2449.31,10,0.0,685.81
923,CA-2022-844385,08/11/2022,08/15/2022,First Class,CG-72805,Customer_0052,Corporate,United States,New York,Texas,34650,East,TEC-4847,Technology,Phones,Motorola Edge,1167.54,2,0.2,221.83
924,CA-2023-930434,11/13/2023,11/17/2023,Second Class,CG-16198,Customer_0074,Corporate,United States,New York,Washington,58142,West,TEC-8475,Office Supplies,Binders,Fellowes Binder,296.5,7,0.5,14.82
925,CA-2022-870907,08/25/2022,08/30/2022,First Class,CG-63346,Customer_0045,Home Office,United States,Houston,Texas,71274,East,TEC-6692,Furniture,Bookcases,IKEA Billy,2341.73,9,0.3,93.67
926,CA-2021-731402,08/21/2021,08/23/2021,First Class,CG-28040,Customer_0086,Corporate,United States,Houston,Florida,80675,South,TEC-3691,Office Supplies,Labels,Maco Labels,350.73,6,0.0,157.83
927,CA-2020-955908,03/28/2020,03/31/2020,Second Class,CG-61950,Customer_0021,Corporate,United States,New York,Washington,81302,East,TEC-1687,Office Supplies,Storage,Iris Weathertight,162.13,3,0.0,72.96
928,CA-2022-612942,11/30/2022,12/01/2022,Standard Class,CG-52662,Customer_0188,Corporate,United States,Seattle,Florida,78566,West,TEC-7435,Furniture,Tables,Bush Furniture,1184.01,4,0.3,47.36
929,CA-2021-263264,03/24/2021,03/29/2021,Second Class,CG-10078,Customer_0130,Consumer,United States,Houston,New York,19464,Central,TEC-6022,Office Supplies,Art,Dixon Ticonderoga,58.07,2,0.5,2.9
930,CA-2021-124647,05/10/2021,05/17/2021,Standard Class,CG-14076,Customer_0076,Consumer,United States,Los Angeles,New York,99192,South,TEC-2168,Furniture,Tables,Bush Furniture,725.78,2,0.1,145.16
931,CA-2020-459839,05/17/2020,05/20/2020,Same Day,CG-59140,Customer_0054,Corporate,United States,Houston,Washington,87291,South,TEC-8838,Technology,Copiers,HP LaserJet Pro,1429.59,7,0.2,271.62
932,CA-2023-368207,07/24/2023,07/29/2023,Same Day,CG-60299,Customer_0193,Home Office,United States,New York,Florida,86955,West,TEC-6751,Office Supplies,Art,Sanford Pencils,262.28,8,0.0,118.03
933,CA-2023-186994,11/03/2023,11/07/2023,Second Class,CG-92745,Customer_0025,Corporate,United States,Houston,Texas,41637,West,TEC-8688,Furniture,Chairs,Steelcase Leap,487.44,2,0.0,136.48
934,CA-2020-817041,03/11/2020,03/14/2020,Second Class,CG-87781,Customer_0173,Consumer,United States,Seattle,Florida,19057,Central,TEC-9225,Office Supplies,Art,Sanford Pencils,364.24,10,0.0,163.91
935,CA-2021-365503,01/06/2021,01/10/2021,Standard Class,CG-77729,Customer_0126,Consumer,United States,Houston,Texas,31331,Central,TEC-1652,Office Supplies,Labels,Maco Labels,415.33,9,0.0,186.9
936,CA-2021-308795,08/17/2021,08/22/2021,Same Day,CG-73733,Customer_0064,Consumer,United States,Houston,New York,59377,Central,TEC-1718,Furniture,Chairs,IKEA Markus,1101.42,3,0.0,308.4
937,CA-2021-206470,09/11/2021,09/13/2021,Second Class,CG-28245,Customer_0034,Home Office,United States,Seattle,Washington,13103,East,TEC-8177,Furniture,Furnishings,Deflecto Docuholder,2616.84,8,0.0,732.72
938,CA-2022-135165,10/13/2022,10/16/2022,First Class,CG-67185,Customer_0143,Home Office,United States,Houston,California,18542,South,TEC-2429,Technology,Accessories,Belkin Charger,2182.78,9,0.5,-109.14
939,CA-2021-226889,06/22/2021,06/28/2021,Standard Class,CG-31233,Customer_0023,Home Office,United States,Los Angeles,New York,68471,Central,TEC-9944,Furniture,Furnishings,Rogers Easel,1406.62,4,0.0,393.85
940,CA-2022-686852,02/03/2022,02/08/2022,Standard Class,CG-40441,Customer_0052,Consumer,United States,Chicago,New York,61211,Central,TEC-1183,Furniture,Chairs,IKEA Markus,811.59,3,0.0,227.25
941,CA-2022-435050,01/31/2022,02/01/2022,Second Class,CG-72965,Customer_0055,Consumer,United States,Houston,Florida,72748,West,TEC-4508,Technology,Accessories,Belkin Charger,1831.89,9,0.0,641.16
942,CA-2020-897460,07/21/2020,07/23/2020,Standard Class,CG-72611,Customer_0132,Consumer,United States,Seattle,New York,42383,South,TEC-7774,Office Supplies,Labels,Avery Address Labels,140.05,3,0.0,63.02
943,CA-2023-918551,07/05/2023,07/08/2023,Same Day,CG-13626,Customer_0050,Home Office,United States,Chicago,Florida,68959,East,TEC-4681,Furniture,Furnishings,Deflecto Docuholder,950.09,7,0.3,38.0
944,CA-2020-910653,09/17/2020,09/21/2020,Standard Class,CG-66720,Customer_0154,Consumer,United States,Houston,California,83621,South,TEC-2390,Office Supplies,Paper,Hammermill Copy Paper,408.5,10,0.5,20.42
945,CA-2023-781749,12/13/2023,12/20/2023,First Class,CG-49779,Customer_0138,Home Office,United States,Chicago,Texas,71592,East,TEC-9379,Office Supplies,Binders,Cardinal Showcase,178.65,5,0.5,8.93
946,CA-2022-363814,09/25/2022,09/29/2022,First Class,CG-45553,Customer_0074,Home Office,United States,Seattle,New York,51032,East,TEC-6311,Furniture,Bookcases,Sauder Bookcase,2950.45,8,0.0,826.13
947,CA-2021-392051,05/05/2021,05/10/2021,First Class,CG-88349,Customer_0109,Home Office,United States,Los Angeles,Washington,28255,East,TEC-5833,Furniture,Bookcases,Sauder Bookcase,1526.51,6,0.4,-61.06
948,CA-2021-710008,01/24/2021,01/30/2021,Second Class,CG-25363,Customer_0186,Home Office,United States,Chicago,New York,36965,Central,TEC-6527,Office Supplies,Labels,Pres-a-ply Labels,169.07,6,0.5,8.45
949,CA-2021-663513,01/09/2021,01/15/2021,First Class,CG-29181,Customer_0066,Home Office,United States,New York,Texas,26309,South,TEC-7169,Furniture,Tables,Lorell Mahogany,2434.08,8,0.5,-292.09
950,CA-2023-635946,02/01/2023,02/05/2023,Same Day,CG-36108,Customer_0069,Consumer,United States,Houston,Florida,88023,West,TEC-2770,Technology,Computers,HP EliteBook,3055.23,8,0.2,580.49
951,CA-2022-143027,09/02/2022,09/06/2022,Standard Class,CG-46353,Customer_0028,Home Office,United States,Seattle,Texas,26701,South,TEC-2571,Furniture,Chairs,HON 5700 Chair,467.19,3,0.0,130.81
952,CA-2023-397992,11/07/2023,11/11/2023,Same Day,CG-41546,Customer_0060,Consumer,United States,Seattle,Washington,84791,East,TEC-5370,Technology,Phones,Apple iPhone 14,670.08,2,0.2,127.32
953,CA-2023-280189,02/05/2023,02/08/2023,Same Day,CG-36626,Customer_0139,Home Office,United States,New York,New York,21950,East,TEC-5419,Technology,Phones,Motorola Edge,3266.87,10,0.1,882.05
954,CA-2022-281973,09/22/2022,09/23/2022,Second Class,CG-46630,Customer_0028,Consumer,United States,Los Angeles,Texas,67041,West,TEC-7335,Technology,Copiers,Canon ImageCLASS,1535.21,4,0.0,537.32
955,CA-2022-991904,07/02/2022,07/04/2022,Same Day,CG-13018,Customer_0139,Corporate,United States,Los Angeles,Florida,67232,East,TEC-9584,Technology,Phones,Samsung Galaxy S23,3016.09,8,0.4,90.48
956,CA-2021-837627,12/02/2021,12/05/2021,Standard Class,CG-88768,Customer_0179,Home Office,United States,Houston,New York,62953,West,TEC-4393,Furniture,Furnishings,Eldon Wave Desk,1763.67,10,0.0,493.83
957,CA-2021-729602,03/22/2021,03/25/2021,Same Day,CG-13181,Customer_0176,Home Office,United States,Los Angeles,California,69276,Central,TEC-1358,Furniture,Bookcases,Sauder Bookcase,1748.07,5,0.4,-69.92
958,CA-2022-544740,03/07/2022,03/12/2022,Standard Class,CG-67325,Customer_0066,Corporate,United States,Los Angeles,Texas,58050,Central,TEC-5257,Furniture,Furnishings,Deflecto Docuholder,1872.58,8,0.5,-224.71
959,CA-2022-194343,09/07/2022,09/09/2022,Second Class,CG-22108,Customer_0158,Home Office,United States,Seattle,California,42819,East,TEC-2298,Technology,Computers,Dell Inspiron 15,2420.8,7,0.1,653.62
960,CA-2022-340216,12/11/2022,12/14/2022,Same Day,CG-50841,Customer_0043,Home Office,United States,New York,New York,22094,South,TEC-1854,Technology,Accessories,Logitech MX Keys,2179.84,7,0.0,762.94
961,CA-2023-731907,03/18/2023,03/24/2023,Standard Class,CG-18831,Customer_0198,Consumer,United States,Chicago,New York,79986,East,TEC-3033,Furniture,Furnishings,Eldon Wave Desk,552.18,3,0.1,110.44
962,CA-2022-925133,08/05/2022,08/10/2022,Standard Class,CG-52661,Customer_0044,Corporate,United States,Seattle,California,75655,Central,TEC-9265,Office Supplies,Paper,Hammermill Copy Paper,515.57,9,0.1,190.76
963,CA-2020-738550,04/26/2020,04/30/2020,First Class,CG-85217,Customer_0072,Corporate,United States,Los Angeles,Florida,32956,East,TEC-2800,Technology,Phones,Samsung Galaxy S23,1615.84,3,0.1,436.28
964,CA-2021-810436,05/23/2021,05/25/2021,Same Day,CG-82130,Customer_0139,Home Office,United States,Houston,Washington,71160,West,TEC-9514,Technology,Copiers,Canon ImageCLASS,314.88,1,0.5,-15.74
965,CA-2021-943934,12/25/2021,01/01/2022,Standard Class,CG-37117,Customer_0019,Home Office,United States,Chicago,Texas,25143,South,TEC-7756,Furniture,Furnishings,Deflecto Docuholder,3055.34,9,0.0,855.5
966,CA-2022-326041,02/22/2022,02/26/2022,Same Day,CG-93683,Customer_0193,Consumer,United States,Houston,Washington,28329,Central,TEC-5947,Furniture,Chairs,Steelcase Leap,1397.41,8,0.0,391.27
967,CA-2022-847519,03/22/2022,03/24/2022,Same Day,CG-58702,Customer_0053,Corporate,United States,Los Angeles,Florida,16730,East,TEC-5020,Technology,Computers,HP EliteBook,1973.55,5,0.5,-98.68
968,CA-2020-785173,10/25/2020,10/31/2020,Same Day,CG-20239,Customer_0154,Corporate,United States,Chicago,Washington,82300,West,TEC-8816,Furniture,Bookcases,Sauder Bookcase,1447.63,6,0.4,-57.91
969,CA-2020-111593,03/23/2020,03/30/2020,Standard Class,CG-29128,Customer_0191,Home Office,United States,Seattle,Texas,17849,South,TEC-1404,Technology,Accessories,Anker USB-C Hub,1296.55,4,0.0,453.79
970,CA-2022-463778,11/09/2022,11/11/2022,First Class,CG-47345,Customer_0095,Consumer,United States,Seattle,Washington,26160,Central,TEC-8182,Technology,Copiers,HP LaserJet Pro,3116.43,6,0.5,-155.82
971,CA-2022-964774,09/25/2022,09/29/2022,Same Day,CG-53273,Customer_0170,Home Office,United States,Houston,Texas,28868,West,TEC-3329,Office Supplies,Labels,Pres-a-ply Labels,402.38,10,0.0,181.07
972,CA-2021-239399,02/06/2021,02/07/2021,Second Class,CG-64837,Customer_0146,Consumer,United States,Houston,New York,65956,South,TEC-9962,Furniture,Furnishings,Deflecto Docuholder,136.0,1,0.0,38.08
973,CA-2023-925242,03/09/2023,03/12/2023,Standard Class,CG-38717,Customer_0120,Consumer,United States,Houston,California,20481,East,TEC-8530,Technology,Phones,Apple iPhone 14,306.2,1,0.5,-15.31
974,CA-2021-762201,12/02/2021,12/07/2021,First Class,CG-79036,Customer_0040,Home Office,United States,Seattle,Washington,99469,Central,TEC-5570,Furniture,Bookcases,IKEA Billy,2357.83,9,0.3,94.31
975,CA-2023-623107,05/01/2023,05/08/2023,Same Day,CG-16722,Customer_0152,Corporate,United States,Chicago,California,29394,East,TEC-4663,Technology,Phones,Samsung Galaxy S23,2471.0,8,0.2,469.49
976,CA-2021-878592,03/24/2021,03/26/2021,Same Day,CG-64957,Customer_0146,Corporate,United States,Chicago,California,41784,South,TEC-3661,Technology,Phones,Motorola Edge,3621.04,9,0.4,108.63
977,CA-2023-534344,06/30/2023,07/04/2023,Same Day,CG-14010,Customer_0086,Corporate,United States,New York,Texas,40891,West,TEC-8971,Furniture,Chairs,Steelcase Leap,2301.36,7,0.0,644.38
978,CA-2022-452438,10/04/2022,10/08/2022,Second Class,CG-88378,Customer_0084,Home Office,United States,Houston,California,23193,East,TEC-2345,Furniture,Furnishings,Deflecto Docuholder,929.04,5,0.0,260.13
979,CA-2020-153852,06/17/2020,06/24/2020,Standard Class,CG-71762,Customer_0046,Consumer,United States,Los Angeles,Texas,58072,West,TEC-6853,Technology,Copiers,HP LaserJet Pro,1147.5,2,0.0,401.62
980,CA-2023-141433,09/26/2023,10/01/2023,Standard Class,CG-35198,Customer_0044,Corporate,United States,Houston,California,45039,West,TEC-5774,Technology,Computers,HP EliteBook,1439.93,6,0.0,503.98
981,CA-2023-265039,06/14/2023,06/21/2023,Standard Class,CG-75066,Customer_0156,Consumer,United States,Chicago,California,61562,West,TEC-6548,Office Supplies,Storage,Fellowes Bankers Box,76.99,2,0.2,22.33
982,CA-2023-538272,09/23/2023,09/25/2023,Second Class,CG-50543,Customer_0171,Corporate,United States,Los Angeles,New York,70461,South,TEC-3436,Furniture,Bookcases,IKEA Billy,992.07,5,0.4,-39.68
983,CA-2023-232235,12/11/2023,12/13/2023,Second Class,CG-19626,Customer_0073,Corporate,United States,Chicago,Washington,41359,West,TEC-8890,Technology,Phones,Motorola Edge,518.14,2,0.5,-25.91
984,CA-2022-596215,06/10/2022,06/14/2022,Standard Class,CG-57737,Customer_0041,Corporate,United States,Los Angeles,Texas,18658,West,TEC-1801,Office Supplies,Labels,Pres-a-ply Labels,321.02,10,0.1,118.78
985,CA-2020-921794,03/05/2020,03/12/2020,First Class,CG-68931,Customer_0035,Corporate,United States,Houston,Texas,84261,Central,TEC-4014,Furniture,Tables,Lorell Mahogany,2316.66,8,0.4,-92.67
986,CA-2020-255365,01/16/2020,01/23/2020,Standard Class,CG-28394,Customer_0062,Home Office,United States,Seattle,Florida,46419,East,TEC-4313,Furniture,Furnishings,Deflecto Docuholder,2751.04,8,0.3,110.04
987,CA-2021-453558,01/04/2021,01/08/2021,Standard Class,CG-23709,Customer_0124,Home Office,United States,Los Angeles,New York,29373,West,TEC-6447,Technology,Accessories,Belkin Charger,3120.5,6,0.3,343.25
988,CA-2023-556065,10/25/2023,10/31/2023,Standard Class,CG-69631,Customer_0185,Home Office,United States,Seattle,Texas,80620,Central,TEC-8478,Office Supplies,Art,Dixon Ticonderoga,444.99,10,0.1,164.65
989,CA-2020-586060,04/01/2020,04/04/2020,Second Class,CG-51311,Customer_0152,Consumer,United States,Houston,Texas,49358,Central,TEC-1634,Technology,Copiers,Brother HL-L2350DW,779.61,2,0.4,23.39
990,CA-2021-961412,04/14/2021,04/20/2021,Same Day,CG-41323,Customer_0102,Consumer,United States,Houston,California,19975,Central,TEC-5483,Furniture,Bookcases,Sauder Bookcase,1640.75,9,0.1,328.15
991,CA-2023-660033,01/01/2023,01/08/2023,First Class,CG-25187,Customer_0061,Corporate,United States,Seattle,Texas,33230,South,TEC-9930,Technology,Accessories,Belkin Charger,398.65,1,0.1,107.64
992,CA-2023-121695,09/05/2023,09/07/2023,Standard Class,CG-27023,Customer_0192,Home Office,United States,Chicago,New York,96174,West,TEC-5789,Office Supplies,Art,Sanford Pencils,275.24,6,0.5,13.76
993,CA-2023-424526,10/07/2023,10/10/2023,Standard Class,CG-19991,Customer_0040,Consumer,United States,New York,New York,18648,South,TEC-5424,Technology,Copiers,Canon ImageCLASS,1033.72,3,0.2,196.41
994,CA-2021-604618,01/01/2021,01/02/2021,First Class,CG-20914,Customer_0092,Consumer,United States,Chicago,New York,60840,South,TEC-4101,Furniture,Chairs,IKEA Markus,2171.92,9,0.0,608.14
995,CA-2023-647447,01/21/2023,01/24/2023,Second Class,CG-72742,Customer_0194,Home Office,United States,Chicago,California,54588,West,TEC-7377,Office Supplies,Binders,Avery Heavy Duty,77.5,3,0.0,34.88
996,CA-2022-880823,06/04/2022,06/05/2022,Second Class,CG-96117,Customer_0200,Corporate,United States,Seattle,Florida,60760,South,TEC-6279,Technology,Computers,Dell Inspiron 15,4549.96,10,0.0,1592.49
997,CA-2023-117953,08/08/2023,08/11/2023,First Class,CG-95028,Customer_0087,Corporate,United States,New York,Texas,70749,East,TEC-2396,Technology,Phones,Samsung Galaxy S23,805.95,4,0.3,88.65
998,CA-2020-618358,10/01/2020,10/08/2020,First Class,CG-25696,Customer_0160,Consumer,United States,Chicago,New York,50902,West,TEC-9799,Office Supplies,Labels,Pres-a-ply Labels,87.43,2,0.5,4.37
999,CA-2022-260470,05/21/2022,05/24/2022,First Class,CG-54556,Customer_0106,Consumer,United States,Seattle,Texas,19845,West,TEC-9163,Technology,Phones,Samsung Galaxy S23,1435.09,3,0.4,43.05
1000,CA-2021-244100,09/23/2021,09/29/2021,Standard Class,CG-57517,Customer_0030,Consumer,United States,Chicago,Texas,51721,Central,TEC-3027,Furniture,Chairs,HON 5700 Chair,1034.69,5,0.0,289.71
1001,CA-2021-951000,01/09/2021,01/14/2021,First Class,CG-82399,Customer_0169,Corporate,United States,New York,Florida,15339,East,TEC-6110,Office Supplies,Binders,Avery Heavy Duty,31.06,1,0.0,13.98
1002,CA-2022-212018,05/10/2022,05/11/2022,Same Day,CG-15573,Customer_0121,Corporate,United States,Houston,Washington,24010,Central,TEC-5330,Furniture,Chairs,HON 5700 Chair,297.16,2,0.0,83.2
1003,CA-2020-761482,11/21/2020,11/26/2020,Standard Class,CG-71645,Customer_0056,Home Office,United States,Los Angeles,New York,99449,East,TEC-9350,Technology,Accessories,Logitech MX Keys,1378.18,3,0.0,482.36
1004,CA-2021-616583,05/03/2021,05/07/2021,Second Class,CG-17781,Customer_0111,Consumer,United States,Seattle,Florida,35227,West,TEC-9647,Office Supplies,Labels,Maco Labels,517.86,10,0.1,191.61
1005,CA-2021-841242,08/22/2021,08/25/2021,Same Day,CG-43423,Customer_0166,Home Office,United States,Houston,California,25022,East,TEC-7644,Furniture,Furnishings,Rogers Easel,961.7,5,0.0,269.28
1006,CA-2023-803619,04/24/2023,04/26/2023,Second Class,CG-27360,Customer_0183,Consumer,United States,Los Angeles,New York,16103,Central,TEC-2182,Office Supplies,Paper,Georgia-Pacific,157.73,3,0.0,70.98
1007,CA-2023-852076,11/01/2023,11/05/2023,Standard Class,CG-11803,Customer_0106,Consumer,United States,Chicago,New York,68598,East,TEC-3365,Technology,Accessories,Logitech MX Keys,2011.27,10,0.1,543.04
1008,CA-2020-564950,10/28/2020,11/03/2020,Second Class,CG-93237,Customer_0038,Consumer,United States,Houston,Texas,34641,West,TEC-4977,Furniture,Bookcases,Bush Barrister,2029.16,7,0.2,243.5
1009,CA-2022-164387,09/30/2022,10/04/2022,Standard Class,CG-70128,Customer_0135,Corporate,United States,Los Angeles,Florida,24472,Central,TEC-5705,Furniture,Chairs,Steelcase Leap,233.32,1,0.0,65.33
1010,CA-2020-714973,10/15/2020,10/18/2020,Same Day,CG-55592,Customer_0078,Home Office,United States,Los Angeles,Florida,36335,Central,TEC-5515,Technology,Copiers,Canon ImageCLASS,4114.22,8,0.0,1439.98
1011,CA-2022-918946,09/03/2022,09/07/2022,Second Class,CG-94570,Customer_0125,Corporate,United States,Los Angeles,Washington,76807,Central,TEC-3370,Technology,Copiers,Canon ImageCLASS,4495.38,8,0.0,1573.38
1012,CA-2020-882660,08/12/2020,08/15/2020,Same Day,CG-12660,Customer_0017,Home Office,United States,New York,New York,47068,Central,TEC-5130,Office Supplies,Storage,Iris Weathertight,61.74,2,0.2,17.9
1013,CA-2021-443279,05/15/2021,05/22/2021,Same Day,CG-84442,Customer_0088,Consumer,United States,Houston,New York,34559,East,TEC-2777,Office Supplies,Art,Dixon Ticonderoga,25.96,1,0.0,11.68
1014,CA-2021-200757,09/19/2021,09/25/2021,Same Day,CG-71846,Customer_0160,Consumer,United States,Los Angeles,Texas,16003,South,TEC-6507,Furniture,Bookcases,IKEA Billy,1128.85,4,0.3,45.15
1015,CA-2021-823233,12/31/2021,01/04/2022,Standard Class,CG-23525,Customer_0145,Consumer,United States,Los Angeles,Florida,15751,East,TEC-4358,Office Supplies,Storage,Storex Dura,148.93,4,0.0,67.02
1016,CA-2022-329082,08/14/2022,08/18/2022,First Class,CG-22695,Customer_0010,Corporate,United States,New York,Washington,63626,West,TEC-2970,Technology,Copiers,Brother HL-L2350DW,864.88,3,0.1,233.52
1017,CA-2021-944539,07/28/2021,08/03/2021,First Class,CG-88423,Customer_0138,Home Office,United States,Los Angeles,California,72391,South,TEC-5539,Technology,Phones,Samsung Galaxy S23,1778.84,4,0.0,622.59
1018,CA-2023-703638,01/13/2023,01/15/2023,First Class,CG-10012,Customer_0110,Home Office,United States,Chicago,Texas,69291,West,TEC-3691,Furniture,Tables,Lorell Mahogany,900.14,6,0.1,180.03
1019,CA-2020-345597,02/25/2020,03/02/2020,Standard Class,CG-33513,Customer_0051,Consumer,United States,Los Angeles,New York,48666,West,TEC-8550,Office Supplies,Labels,Avery Address Labels,138.51,5,0.0,62.33
1020,CA-2020-484452,05/05/2020,05/11/2020,First Class,CG-66599,Customer_0040,Home Office,United States,New York,New York,72092,South,TEC-7194,Technology,Computers,Dell Inspiron 15,980.6,2,0.1,264.76
1021,CA-2020-322072,01/16/2020,01/18/2020,Standard Class,CG-30150,Customer_0107,Consumer,United States,Houston,New York,31782,Central,TEC-5360,Technology,Computers,Lenovo ThinkPad,1703.87,7,0.0,596.35
1022,CA-2022-570872,12/01/2022,12/07/2022,Same Day,CG-32562,Customer_0157,Corporate,United States,Chicago,Texas,44108,Central,TEC-4508,Furniture,Tables,Bush Furniture,2611.16,9,0.1,522.23
1023,CA-2020-935297,02/11/2020,02/13/2020,Second Class,CG-17050,Customer_0059,Home Office,United States,Seattle,California,83408,South,TEC-8853,Furniture,Furnishings,Rogers Easel,2854.5,8,0.0,799.26
1024,CA-2022-153223,03/19/2022,03/25/2022,Standard Class,CG-41653,Customer_0138,Home Office,United States,New York,Texas,78822,East,TEC-9807,Technology,Computers,Lenovo ThinkPad,2078.31,4,0.1,561.14
1025,CA-2020-246499,07/10/2020,07/13/2020,Second Class,CG-93394,Customer_0023,Home Office,United States,Los Angeles,Washington,67979,Central,TEC-2170,Furniture,Tables,Safco Writing Desk,231.93,1,0.1,46.39
1026,CA-2022-131415,05/14/2022,05/20/2022,Standard Class,CG-11511,Customer_0200,Consumer,United States,New York,California,20962,West,TEC-6283,Office Supplies,Storage,Storex Dura,141.76,3,0.3,29.77
1027,CA-2020-160028,12/03/2020,12/10/2020,Standard Class,CG-29631,Customer_0091,Corporate,United States,Houston,California,76062,West,TEC-5749,Technology,Computers,HP EliteBook,751.18,2,0.3,82.63
1028,CA-2021-614996,08/21/2021,08/24/2021,Standard Class,CG-29736,Customer_0045,Corporate,United States,Seattle,Washington,15565,East,TEC-6146,Technology,Computers,Lenovo ThinkPad,4160.05,10,0.2,790.41
1029,CA-2022-102931,02/16/2022,02/20/2022,First Class,CG-42192,Customer_0097,Corporate,United States,Chicago,California,57378,West,TEC-9452,Office Supplies,Art,Faber-Castell,21.77,1,0.0,9.8
1030,CA-2021-936449,07/17/2021,07/22/2021,First Class,CG-77067,Customer_0059,Corporate,United States,Chicago,California,57999,East,TEC-6081,Furniture,Furnishings,Rogers Easel,367.9,2,0.0,103.01
1031,CA-2020-526489,12/14/2020,12/21/2020,Second Class,CG-41508,Customer_0106,Home Office,United States,Seattle,Washington,70296,South,TEC-6817,Office Supplies,Binders,Fellowes Binder,45.0,1,0.0,20.25
1032,CA-2020-510702,02/04/2020,02/11/2020,First Class,CG-79281,Customer_0032,Home Office,United States,Seattle,California,44289,East,TEC-5237,Technology,Phones,Apple iPhone 14,2603.99,5,0.0,911.4
1033,CA-2023-653985,08/11/2023,08/13/2023,Standard Class,CG-62390,Customer_0069,Consumer,United States,Los Angeles,California,28546,South,TEC-7554,Furniture,Tables,Bush Furniture,878.09,4,0.1,175.62
